,BidPrice-Stock,BidVolume-Stock,AskPrice-Stock,AskVolume-Stock,TimeToExpiry,BidPrice-P60,BidVolume-P60,AskPrice-P60,AskVolume-P60,BidPrice-P70,BidVolume-P70,AskPrice-P70,AskVolume-P70,BidPrice-P80,BidVolume-P80,AskPrice-P80,AskVolume-P80,BidPrice-C60,BidVolume-C60,AskPrice-C60,AskVolume-C60,BidPrice-C70,BidVolume-C70,AskPrice-C70,AskVolume-C70,BidPrice-C80,BidVolume-C80,AskPrice-C80,AskVolume-C80
03/01/2018 23:55,70.65,127,70.85,123,0.903424658,1.24,18,1.29,14,4.9,21,4.99,17,11.43,17,11.55,18,12.07,20,12.18,20,5.61,18,5.7,21,2.23,20,2.32,20
04/01/2018 00:00,70.65,126,70.85,127,0.903415145,1.24,16,1.29,14,4.88,18,4.98,14,11.45,17,11.57,16,11.99,19,12.1,18,5.58,19,5.67,21,2.21,20,2.29,19
04/01/2018 00:05,70.65,141,70.85,140,0.903405632,1.22,17,1.28,14,4.9,15,5,14,11.41,21,11.52,22,12.02,19,12.13,19,5.57,21,5.66,21,2.22,21,2.3,18
04/01/2018 00:10,70.6,145,70.85,135,0.903396119,1.26,18,1.31,15,4.92,16,5.02,14,11.43,23,11.54,25,11.96,19,12.07,20,5.53,22,5.62,21,2.19,21,2.27,20
04/01/2018 00:15,70.65,145,70.9,137,0.903386606,1.23,18,1.28,16,4.85,17,4.95,14,11.38,21,11.49,31,12.02,18,12.13,19,5.6,23,5.7,22,2.17,21,2.24,21
04/01/2018 00:20,70.65,122,70.85,109,0.903377093,1.21,19,1.27,15,4.92,18,5.01,16,11.38,21,11.49,27,12.03,18,12.14,19,5.64,24,5.74,20,2.21,21,2.28,22
04/01/2018 00:25,70.7,115,70.9,108,0.90336758,1.22,18,1.27,19,4.86,17,4.96,16,11.33,24,11.44,24,12.07,17,12.18,18,5.69,22,5.79,20,2.22,21,2.29,21
04/01/2018 00:30,70.65,117,70.85,106,0.903358067,1.24,17,1.29,21,4.89,16,4.99,15,11.34,23,11.45,25,12.06,16,12.17,17,5.66,20,5.75,18,2.17,21,2.25,19
04/01/2018 00:35,70.7,140,70.9,115,0.903348554,1.27,19,1.32,23,4.87,17,4.96,15,11.32,21,11.43,22,12.1,14,12.21,16,5.71,21,5.81,17,2.22,24,2.3,20
04/01/2018 00:40,70.7,123,70.9,111,0.903339041,1.27,20,1.33,21,4.88,18,4.97,15,11.36,22,11.46,25,12.1,15,12.21,20,5.69,20,5.79,18,2.21,22,2.29,19
04/01/2018 00:45,70.75,132,70.95,108,0.903329528,1.25,23,1.3,23,4.89,19,4.98,15,11.3,24,11.4,27,12.15,15,12.25,15,5.67,19,5.77,20,2.21,20,2.29,19
04/01/2018 00:50,70.7,119,70.9,129,0.903320015,1.26,24,1.31,22,4.93,17,5.03,15,11.38,22,11.48,23,12.09,16,12.2,17,5.65,20,5.74,21,2.16,22,2.25,20
04/01/2018 00:55,70.7,134,70.9,142,0.903310502,1.26,25,1.31,23,4.9,15,5.01,15,11.4,22,11.51,20,12.07,16,12.18,17,5.63,21,5.73,23,2.17,20,2.26,23
04/01/2018 01:00,70.65,120,70.85,155,0.903300989,1.26,25,1.31,23,4.9,14,4.99,14,11.45,22,11.56,20,12.06,16,12.17,16,5.65,21,5.75,21,2.2,18,2.29,24
04/01/2018 01:05,70.7,142,70.9,168,0.903291476,1.25,25,1.3,25,4.96,14,5.06,14,11.43,23,11.53,19,12.07,16,12.18,15,5.63,20,5.72,20,2.23,18,2.32,22
04/01/2018 01:10,70.65,169,70.85,163,0.903281963,1.25,27,1.3,25,4.91,16,5,14,11.36,22,11.47,20,12.1,17,12.2,15,5.65,19,5.74,19,2.23,17,2.31,21
04/01/2018 01:15,70.7,163,70.9,161,0.903272451,1.26,24,1.31,21,4.91,17,5.01,17,11.34,23,11.45,22,12.06,17,12.17,15,5.62,18,5.71,17,2.26,17,2.34,21
04/01/2018 01:20,70.6,163,70.8,166,0.903262938,1.27,22,1.32,22,4.99,17,5.08,17,11.4,25,11.5,21,12.02,16,12.12,14,5.65,15,5.73,16,2.23,17,2.31,21
04/01/2018 01:25,70.65,147,70.85,150,0.903253425,1.25,21,1.31,20,4.96,19,5.05,19,11.39,22,11.49,21,12.04,16,12.14,15,5.65,15,5.73,16,2.18,21,2.26,20
04/01/2018 01:30,70.65,129,70.85,143,0.903243912,1.27,24,1.32,22,4.94,17,5.03,17,11.45,23,11.56,20,11.99,15,12.1,16,5.66,17,5.74,16,2.14,18,2.22,19
04/01/2018 01:35,70.6,141,70.8,143,0.903234399,1.27,23,1.32,22,4.99,15,5.08,16,11.47,22,11.58,24,11.95,15,12.05,17,5.6,19,5.69,15,2.16,17,2.23,20
04/01/2018 01:40,70.65,122,70.85,160,0.903224886,1.26,22,1.31,21,5.02,14,5.11,16,11.47,23,11.57,24,12,15,12.1,18,5.61,18,5.69,15,2.13,18,2.2,22
04/01/2018 01:45,70.6,122,70.8,160,0.903215373,1.28,21,1.33,22,5,15,5.09,17,11.57,26,11.67,27,11.97,14,12.07,19,5.57,17,5.65,17,2.14,16,2.21,23
04/01/2018 01:50,70.6,116,70.8,168,0.90320586,1.25,20,1.3,20,5.04,13,5.14,17,11.6,27,11.71,28,11.95,15,12.05,18,5.56,16,5.65,16,2.18,17,2.26,22
04/01/2018 01:55,70.5,112,70.7,171,0.903196347,1.29,22,1.34,18,5.09,13,5.19,16,11.63,28,11.74,30,11.85,16,11.95,19,5.57,16,5.66,15,2.16,19,2.23,23
04/01/2018 02:00,70.45,112,70.65,146,0.903186834,1.32,20,1.37,18,5.1,15,5.19,16,11.66,24,11.76,30,11.81,16,11.91,19,5.58,16,5.67,15,2.11,20,2.19,28
04/01/2018 02:05,70.5,115,70.7,148,0.903177321,1.35,23,1.4,18,5.11,16,5.2,19,11.58,23,11.68,26,11.84,16,11.94,16,5.56,17,5.66,16,2.09,21,2.17,26
04/01/2018 02:10,70.65,104,70.8,152,0.903167808,1.31,25,1.36,20,5.04,15,5.14,21,11.43,22,11.53,24,11.94,16,12.03,17,5.66,18,5.75,15,2.16,22,2.23,24
04/01/2018 02:15,70.65,107,70.85,150,0.903158295,1.31,26,1.36,20,5.01,15,5.11,22,11.39,24,11.49,25,11.93,18,12.03,16,5.65,20,5.75,15,2.17,21,2.25,21
04/01/2018 02:20,70.7,108,70.85,142,0.903148782,1.31,23,1.36,21,4.98,16,5.08,21,11.37,24,11.48,29,11.94,17,12.04,16,5.7,18,5.8,15,2.21,22,2.28,19
04/01/2018 02:25,70.7,103,70.9,134,0.903139269,1.31,23,1.36,24,4.98,17,5.08,20,11.33,26,11.44,25,12.02,15,12.12,15,5.66,17,5.75,16,2.21,22,2.28,21
04/01/2018 02:30,70.65,121,70.85,131,0.903129756,1.3,24,1.35,29,4.96,16,5.05,20,11.37,23,11.48,24,12,16,12.1,16,5.62,17,5.72,15,2.21,23,2.28,22
04/01/2018 02:35,70.65,119,70.85,122,0.903120244,1.33,25,1.39,27,4.98,17,5.08,19,11.47,23,11.58,23,11.98,15,12.08,17,5.54,19,5.64,14,2.17,20,2.24,19
04/01/2018 02:40,70.6,110,70.8,115,0.903110731,1.33,25,1.39,28,4.96,16,5.05,17,11.51,22,11.62,27,11.98,14,12.07,16,5.5,18,5.59,16,2.12,21,2.19,19
04/01/2018 02:45,70.6,105,70.8,124,0.903101218,1.33,25,1.38,30,4.93,16,5.02,16,11.5,22,11.61,25,12,15,12.09,15,5.55,18,5.65,15,2.1,23,2.17,22
04/01/2018 02:50,70.55,109,70.75,110,0.903091705,1.33,26,1.39,29,4.99,15,5.08,17,11.48,21,11.58,22,11.97,16,12.06,14,5.52,17,5.62,16,2.11,26,2.18,23
04/01/2018 02:55,70.6,112,70.8,99,0.903082192,1.34,24,1.39,28,5,15,5.1,16,11.45,19,11.56,20,11.96,16,12.06,14,5.58,16,5.67,18,2.15,27,2.22,26
04/01/2018 03:00,70.6,104,70.8,92,0.903072679,1.32,26,1.37,29,4.98,14,5.08,16,11.42,21,11.53,22,11.96,15,12.05,13,5.6,20,5.7,20,2.16,28,2.23,24
04/01/2018 03:05,70.55,97,70.75,84,0.903063166,1.31,27,1.37,29,4.97,16,5.07,18,11.43,21,11.54,20,11.95,17,12.04,14,5.57,20,5.67,22,2.15,28,2.23,21
04/01/2018 03:10,70.55,94,70.8,87,0.903053653,1.31,30,1.37,28,4.95,18,5.05,18,11.4,22,11.51,19,12.01,18,12.11,14,5.66,17,5.76,21,2.2,23,2.27,23
04/01/2018 03:15,70.5,97,70.75,81,0.90304414,1.28,27,1.34,28,4.9,17,4.99,18,11.46,23,11.57,24,11.95,18,12.05,14,5.69,17,5.79,23,2.19,23,2.26,23
04/01/2018 03:20,70.5,101,70.7,75,0.903034627,1.32,28,1.37,25,4.97,18,5.07,18,11.48,22,11.58,20,11.97,17,12.07,15,5.68,16,5.78,22,2.18,22,2.25,23
04/01/2018 03:25,70.5,106,70.7,89,0.903025114,1.3,27,1.36,22,4.99,15,5.08,17,11.56,24,11.67,20,11.95,17,12.06,15,5.65,19,5.75,22,2.18,21,2.24,25
04/01/2018 03:30,70.45,114,70.65,102,0.903015601,1.33,24,1.39,23,5.01,16,5.11,18,11.6,26,11.72,20,11.9,16,12,16,5.58,19,5.69,20,2.12,21,2.19,27
04/01/2018 03:35,70.5,112,70.75,123,0.903006088,1.32,23,1.38,23,4.96,16,5.05,17,11.51,25,11.62,19,11.95,17,12.06,17,5.67,21,5.77,19,2.14,21,2.2,27
04/01/2018 03:40,70.5,103,70.7,116,0.902996575,1.3,24,1.37,24,4.94,13,5.03,16,11.5,21,11.61,18,11.91,17,12.02,17,5.65,20,5.74,20,2.14,22,2.21,26
04/01/2018 03:45,70.4,101,70.65,107,0.902987062,1.33,24,1.4,24,4.93,14,5.02,17,11.49,21,11.6,20,11.86,18,11.97,18,5.65,18,5.74,21,2.15,19,2.21,21
04/01/2018 03:50,70.45,98,70.65,112,0.902977549,1.34,22,1.4,29,4.93,15,5.02,18,11.51,20,11.61,18,11.88,17,11.99,16,5.63,15,5.73,19,2.15,16,2.21,18
04/01/2018 03:55,70.45,93,70.65,116,0.902968037,1.33,20,1.39,27,4.93,14,5.02,18,11.54,20,11.64,21,11.86,18,11.98,16,5.59,15,5.69,18,2.16,17,2.23,20
04/01/2018 04:00,70.4,95,70.65,127,0.902958524,1.33,21,1.39,23,4.96,15,5.06,16,11.56,22,11.66,21,11.84,18,11.95,16,5.57,16,5.67,17,2.08,19,2.15,23
04/01/2018 04:05,70.45,92,70.7,119,0.902949011,1.3,18,1.36,23,4.91,13,5.01,15,11.49,21,11.6,22,11.93,19,12.03,18,5.61,16,5.71,16,2.12,20,2.19,25
04/01/2018 04:10,70.45,98,70.75,118,0.902939498,1.32,23,1.38,23,4.94,12,5.03,15,11.49,24,11.59,24,11.97,21,12.06,18,5.56,16,5.66,16,2.15,22,2.21,23
04/01/2018 04:15,70.45,93,70.75,112,0.902929985,1.3,24,1.35,22,4.99,11,5.09,16,11.51,26,11.6,27,11.96,17,12.05,19,5.59,16,5.68,17,2.17,22,2.24,21
04/01/2018 04:20,70.5,90,70.75,108,0.902920472,1.3,24,1.35,22,4.96,14,5.05,17,11.51,25,11.61,31,11.99,17,12.09,20,5.59,19,5.68,19,2.21,19,2.28,21
04/01/2018 04:25,70.45,95,70.7,109,0.902910959,1.28,25,1.34,24,4.95,14,5.04,20,11.56,21,11.66,28,11.96,18,12.06,19,5.55,20,5.64,19,2.14,17,2.21,17
04/01/2018 04:30,70.45,101,70.7,110,0.902901446,1.3,25,1.36,23,4.95,15,5.04,20,11.54,21,11.65,28,12,19,12.09,19,5.55,21,5.64,20,2.13,17,2.2,17
04/01/2018 04:35,70.45,91,70.7,100,0.902891933,1.3,23,1.36,24,4.97,18,5.06,20,11.57,20,11.67,31,11.94,18,12.03,18,5.56,20,5.64,20,2.08,16,2.15,17
04/01/2018 04:40,70.4,98,70.65,106,0.90288242,1.32,25,1.38,24,5.03,21,5.12,19,11.62,23,11.72,30,11.9,19,11.99,18,5.54,23,5.62,18,2.04,15,2.11,19
04/01/2018 04:45,70.4,104,70.7,111,0.902872907,1.31,26,1.37,28,4.98,22,5.07,17,11.6,23,11.7,28,11.93,18,12.01,17,5.59,21,5.67,19,2.13,16,2.2,18
04/01/2018 04:50,70.4,101,70.7,102,0.902863394,1.3,23,1.36,26,4.93,21,5.03,17,11.62,22,11.7,25,11.88,20,11.96,18,5.56,20,5.65,20,2.1,17,2.17,17
04/01/2018 04:55,70.4,97,70.65,106,0.902853881,1.3,21,1.36,25,4.9,21,5,17,11.6,24,11.69,23,11.88,22,11.97,21,5.53,18,5.61,19,2.09,16,2.16,19
04/01/2018 05:00,70.4,100,70.65,113,0.902844368,1.32,20,1.38,24,4.89,20,4.98,19,11.58,25,11.67,24,11.88,22,11.96,19,5.51,17,5.59,19,2.12,14,2.19,19
04/01/2018 05:05,70.4,94,70.7,98,0.902834855,1.31,18,1.37,21,4.85,19,4.94,18,11.59,24,11.68,23,11.87,22,11.95,19,5.53,18,5.61,20,2.14,16,2.22,19
04/01/2018 05:10,70.4,95,70.65,97,0.902825342,1.29,18,1.35,22,4.94,20,5.03,18,11.63,22,11.71,22,11.89,22,11.97,19,5.54,16,5.62,22,2.15,15,2.23,21
04/01/2018 05:15,70.35,80,70.6,92,0.90281583,1.33,17,1.38,21,4.95,21,5.04,19,11.63,25,11.72,24,11.84,21,11.92,17,5.5,16,5.58,22,2.12,15,2.2,19
04/01/2018 05:20,70.35,93,70.6,83,0.902806317,1.36,17,1.41,20,5,21,5.09,21,11.56,24,11.65,24,11.83,21,11.91,16,5.54,18,5.63,22,2.12,18,2.21,21
04/01/2018 05:25,70.4,95,70.6,85,0.902796804,1.38,18,1.43,20,5,23,5.09,20,11.59,24,11.67,25,11.84,22,11.92,19,5.52,20,5.61,21,2.05,18,2.14,20
04/01/2018 05:30,70.4,92,70.65,92,0.902787291,1.36,18,1.42,18,4.98,22,5.07,22,11.61,26,11.69,27,11.85,22,11.93,20,5.53,20,5.61,23,2.02,17,2.1,21
04/01/2018 05:35,70.35,92,70.6,101,0.902777778,1.37,18,1.43,20,4.92,19,5.01,20,11.58,27,11.67,29,11.83,22,11.91,17,5.5,21,5.59,22,2.01,16,2.09,20
04/01/2018 05:40,70.3,84,70.55,112,0.902768265,1.41,22,1.47,18,5.02,21,5.1,21,11.62,24,11.71,28,11.75,23,11.83,20,5.48,19,5.57,18,2.08,17,2.15,19
04/01/2018 05:45,70.25,94,70.45,105,0.902758752,1.41,19,1.47,20,5.07,20,5.15,21,11.65,25,11.74,28,11.68,21,11.76,21,5.46,18,5.54,19,2.02,19,2.09,19
04/01/2018 05:50,70.3,96,70.5,110,0.902749239,1.36,20,1.42,18,5.11,17,5.19,19,11.65,26,11.74,26,11.74,17,11.82,19,5.45,18,5.53,18,2.05,18,2.13,19
04/01/2018 05:55,70.25,88,70.45,113,0.902739726,1.34,20,1.4,18,5.17,20,5.26,18,11.71,23,11.8,24,11.69,16,11.78,18,5.41,18,5.51,18,2.02,18,2.09,20
04/01/2018 06:00,70.25,92,70.45,113,0.902730213,1.33,21,1.39,18,5.16,19,5.24,19,11.65,21,11.74,20,11.68,16,11.77,19,5.45,16,5.54,20,2.05,17,2.13,20
04/01/2018 06:05,70.2,87,70.4,97,0.9027207,1.34,19,1.4,20,5.16,16,5.25,19,11.7,21,11.8,19,11.66,18,11.77,20,5.42,17,5.52,20,2.09,18,2.16,20
04/01/2018 06:10,70.25,80,70.45,102,0.902711187,1.36,19,1.42,19,5.13,14,5.22,15,11.69,22,11.8,18,11.71,19,11.81,20,5.43,15,5.53,21,2.13,16,2.21,18
04/01/2018 06:15,70.25,91,70.45,96,0.902701674,1.35,20,1.41,18,5.15,15,5.24,16,11.71,24,11.81,18,11.71,19,11.81,22,5.44,16,5.54,20,2.07,18,2.15,15
04/01/2018 06:20,70.2,90,70.4,97,0.902692161,1.37,20,1.43,20,5.14,14,5.23,17,11.71,20,11.81,18,11.7,20,11.79,21,5.49,15,5.6,21,2.05,17,2.13,15
04/01/2018 06:25,70.25,76,70.45,96,0.902682648,1.38,20,1.44,19,5.12,15,5.21,15,11.67,22,11.77,19,11.71,19,11.81,21,5.43,16,5.53,19,2,17,2.07,16
04/01/2018 06:30,70.3,77,70.5,95,0.902673135,1.34,18,1.4,18,5.15,16,5.23,14,11.65,24,11.76,18,11.73,18,11.83,21,5.36,15,5.47,16,2.02,19,2.1,18
04/01/2018 06:35,70.25,72,70.45,107,0.902663623,1.37,20,1.43,20,5.15,16,5.24,13,11.66,22,11.76,16,11.75,15,11.85,20,5.4,15,5.51,16,1.99,20,2.07,17
04/01/2018 06:40,70.25,77,70.45,94,0.90265411,1.39,21,1.46,22,5.13,17,5.22,15,11.73,23,11.83,14,11.75,17,11.84,20,5.39,15,5.49,17,2.03,22,2.1,17
04/01/2018 06:45,70.2,74,70.4,89,0.902644597,1.4,20,1.46,23,5.11,19,5.19,17,11.77,20,11.87,14,11.7,18,11.8,19,5.33,14,5.43,15,2.01,18,2.08,16
04/01/2018 06:50,70.2,76,70.45,96,0.902635084,1.42,21,1.48,25,5.14,17,5.22,18,11.77,17,11.87,14,11.7,17,11.79,19,5.39,16,5.49,17,2,19,2.07,16
04/01/2018 06:55,70.25,89,70.45,105,0.902625571,1.39,23,1.45,23,5.12,16,5.21,16,11.7,17,11.8,14,11.7,17,11.8,17,5.44,15,5.54,17,2.01,19,2.09,17
04/01/2018 07:00,70.2,83,70.4,106,0.902616058,1.35,23,1.42,24,5.15,15,5.23,15,11.77,16,11.87,15,11.64,15,11.73,18,5.41,15,5.51,18,2.01,20,2.08,18
04/01/2018 07:05,70.25,86,70.45,100,0.902606545,1.34,23,1.4,24,5.1,14,5.19,15,11.72,15,11.83,15,11.72,15,11.82,19,5.45,16,5.55,18,2.04,22,2.12,18
04/01/2018 07:10,70.2,108,70.4,110,0.902597032,1.39,25,1.45,25,5.12,14,5.22,15,11.74,15,11.85,17,11.73,16,11.83,20,5.46,17,5.57,18,2.1,21,2.18,18
04/01/2018 07:15,70.25,119,70.45,113,0.902587519,1.4,25,1.47,25,5.08,14,5.18,19,11.77,16,11.89,16,11.72,18,11.83,19,5.44,18,5.54,17,2.09,22,2.17,19
04/01/2018 07:20,70.15,112,70.35,108,0.902578006,1.44,27,1.5,24,5.18,15,5.29,18,11.83,15,11.94,16,11.62,17,11.72,18,5.43,18,5.54,18,2.05,22,2.13,17
04/01/2018 07:25,70.25,107,70.5,116,0.902568493,1.41,25,1.47,24,5.18,17,5.27,19,11.79,17,11.89,15,11.62,16,11.71,19,5.45,18,5.55,17,2.06,21,2.14,18
04/01/2018 07:30,70.3,107,70.5,120,0.90255898,1.36,25,1.43,25,5.14,16,5.24,17,11.75,20,11.86,20,11.67,16,11.76,19,5.49,17,5.6,15,2.05,21,2.14,19
04/01/2018 07:35,70.25,104,70.45,109,0.902549467,1.43,24,1.5,25,5.16,14,5.25,15,11.78,20,11.88,18,11.62,16,11.72,22,5.45,17,5.56,16,2.04,17,2.13,18
04/01/2018 07:40,70.25,115,70.5,108,0.902539954,1.4,24,1.47,26,5.13,15,5.22,14,11.83,21,11.94,17,11.62,16,11.73,24,5.44,17,5.54,18,2.08,19,2.16,17
04/01/2018 07:45,70.4,133,70.6,113,0.902530441,1.39,23,1.45,26,5.13,16,5.21,12,11.8,20,11.9,17,11.67,16,11.77,23,5.46,16,5.56,16,2.11,20,2.2,18
04/01/2018 07:50,70.35,136,70.55,107,0.902520928,1.38,20,1.43,24,5.1,15,5.19,13,11.71,20,11.81,20,11.71,16,11.81,23,5.48,17,5.58,17,2.11,21,2.2,17
04/01/2018 07:55,70.35,142,70.55,121,0.902511416,1.35,21,1.41,25,5.1,15,5.19,12,11.7,19,11.8,18,11.69,19,11.79,27,5.45,18,5.55,17,2.11,22,2.2,17
04/01/2018 08:00,70.4,141,70.6,124,0.902501903,1.36,20,1.42,25,5.07,15,5.17,13,11.62,17,11.72,19,11.74,19,11.85,29,5.43,19,5.53,19,2.11,20,2.2,18
04/01/2018 08:05,70.4,131,70.6,119,0.90249239,1.38,20,1.43,22,5.05,15,5.14,14,11.64,15,11.74,19,11.76,21,11.87,27,5.47,23,5.58,21,2.08,19,2.17,19
04/01/2018 08:10,70.3,132,70.5,136,0.902482877,1.39,18,1.45,21,5.15,15,5.24,16,11.78,15,11.87,19,11.67,19,11.77,24,5.42,22,5.53,22,2.09,22,2.19,21
04/01/2018 08:15,70.3,133,70.5,142,0.902473364,1.4,18,1.45,22,5.12,17,5.21,14,11.75,17,11.84,19,11.72,19,11.81,23,5.43,25,5.53,22,2.1,22,2.19,23
04/01/2018 08:20,70.3,127,70.5,142,0.902463851,1.36,19,1.42,20,5.15,16,5.24,14,11.74,15,11.83,20,11.67,18,11.76,22,5.4,24,5.5,20,2.08,23,2.17,25
04/01/2018 08:25,70.3,125,70.55,136,0.902454338,1.34,18,1.4,18,5.11,14,5.19,14,11.78,13,11.87,18,11.67,19,11.76,23,5.43,24,5.53,23,2.03,23,2.11,24
04/01/2018 08:30,70.25,122,70.5,131,0.902444825,1.33,20,1.38,19,5.13,14,5.22,14,11.79,14,11.88,18,11.62,16,11.7,21,5.48,22,5.58,26,2.08,21,2.15,21
04/01/2018 08:35,70.3,134,70.5,153,0.902435312,1.31,17,1.37,18,5.17,13,5.25,17,11.77,14,11.86,18,11.66,14,11.75,20,5.47,23,5.57,22,2.08,21,2.16,22
04/01/2018 08:40,70.25,133,70.5,159,0.902425799,1.3,17,1.36,16,5.16,15,5.24,16,11.78,15,11.87,19,11.64,15,11.73,16,5.46,19,5.56,20,2.09,19,2.17,19
04/01/2018 08:45,70.3,134,70.55,152,0.902416286,1.28,18,1.34,17,5.16,15,5.24,19,11.71,17,11.8,20,11.68,18,11.77,17,5.48,20,5.57,21,2.12,21,2.2,17
04/01/2018 08:50,70.3,141,70.55,153,0.902406773,1.28,17,1.33,17,5.16,16,5.23,16,11.7,17,11.79,22,11.73,20,11.81,18,5.5,22,5.59,20,2.13,22,2.2,17
04/01/2018 08:55,70.35,134,70.55,168,0.90239726,1.25,18,1.31,18,5.14,15,5.22,14,11.7,20,11.78,19,11.77,19,11.86,18,5.54,22,5.62,21,2.11,22,2.18,16
04/01/2018 09:00,70.35,128,70.5,172,0.902387747,1.28,17,1.33,18,5.12,13,5.21,13,11.69,18,11.79,20,11.76,18,11.85,19,5.56,23,5.65,21,2.09,21,2.17,15
04/01/2018 09:05,70.4,127,70.6,176,0.902378234,1.25,20,1.31,17,5.09,15,5.18,14,11.66,18,11.76,21,11.8,19,11.89,20,5.57,21,5.67,23,2.13,22,2.21,17
04/01/2018 09:10,70.4,132,70.55,181,0.902368721,1.27,19,1.33,18,5.15,15,5.24,15,11.68,18,11.78,18,11.76,20,11.86,23,5.56,19,5.66,23,2.14,21,2.22,16
04/01/2018 09:15,70.35,125,70.55,192,0.902359209,1.33,20,1.39,20,5.14,17,5.22,17,11.66,17,11.76,19,11.75,19,11.84,22,5.56,21,5.66,23,2.11,22,2.17,16
04/01/2018 09:20,70.35,110,70.55,179,0.902349696,1.32,21,1.38,21,5.12,15,5.21,16,11.61,17,11.71,20,11.8,17,11.9,20,5.57,19,5.67,23,2.14,24,2.2,16
04/01/2018 09:25,70.3,122,70.5,151,0.902340183,1.31,21,1.37,22,5.16,13,5.25,18,11.66,16,11.77,20,11.74,16,11.84,21,5.5,18,5.61,23,2.12,21,2.19,17
04/01/2018 09:30,70.2,141,70.4,167,0.90233067,1.33,18,1.39,20,5.11,14,5.2,17,11.73,16,11.83,20,11.68,18,11.78,20,5.42,20,5.52,24,2.11,21,2.18,16
04/01/2018 09:35,70.15,128,70.3,163,0.902321157,1.35,18,1.4,21,5.19,14,5.28,17,11.82,19,11.92,20,11.59,18,11.69,21,5.41,18,5.51,22,2.06,21,2.13,16
04/01/2018 09:40,70.05,126,70.25,158,0.902311644,1.38,19,1.43,22,5.24,15,5.33,16,11.85,21,11.96,20,11.54,17,11.64,19,5.32,15,5.42,19,2.03,19,2.1,15
04/01/2018 09:45,70.05,146,70.25,158,0.902302131,1.39,19,1.44,22,5.27,17,5.37,16,11.83,22,11.93,17,11.54,18,11.64,19,5.25,18,5.35,21,2.02,22,2.09,15
04/01/2018 09:50,70.05,147,70.25,153,0.902292618,1.41,19,1.46,21,5.28,17,5.38,16,11.81,23,11.91,17,11.55,18,11.66,22,5.26,20,5.36,25,2.09,20,2.16,15
04/01/2018 09:55,70,167,70.2,176,0.902283105,1.42,22,1.47,23,5.26,17,5.35,15,11.87,23,11.98,15,11.47,19,11.58,22,5.24,18,5.35,23,2.07,22,2.14,17
04/01/2018 10:00,70.1,154,70.3,187,0.902273592,1.4,23,1.45,25,5.28,16,5.36,15,11.85,24,11.95,16,11.51,17,11.61,20,5.34,16,5.44,22,2.11,25,2.18,17
04/01/2018 10:05,70.1,125,70.3,177,0.902264079,1.36,21,1.41,23,5.33,16,5.41,16,11.88,26,11.97,17,11.51,19,11.6,20,5.37,16,5.47,22,2.1,23,2.17,17
04/01/2018 10:10,70.05,121,70.25,179,0.902254566,1.37,23,1.42,27,5.24,16,5.33,17,11.88,24,11.97,17,11.48,23,11.58,22,5.34,17,5.44,21,2.07,23,2.14,19
04/01/2018 10:15,70.05,109,70.2,189,0.902245053,1.37,23,1.43,27,5.32,16,5.4,16,11.85,23,11.95,18,11.48,25,11.57,21,5.31,16,5.42,24,2.03,21,2.1,18
04/01/2018 10:20,70,106,70.25,177,0.90223554,1.38,22,1.43,25,5.35,18,5.44,17,11.83,19,11.92,17,11.46,25,11.56,25,5.32,18,5.42,23,2.02,20,2.09,16
04/01/2018 10:25,69.95,106,70.2,170,0.902226027,1.38,22,1.43,25,5.35,17,5.43,18,11.81,21,11.9,19,11.48,26,11.59,25,5.27,16,5.37,22,1.98,22,2.05,18
04/01/2018 10:30,69.95,106,70.15,162,0.902216514,1.38,22,1.43,25,5.34,20,5.43,20,11.86,21,11.95,19,11.52,28,11.63,26,5.26,15,5.37,21,1.98,20,2.06,17
04/01/2018 10:35,69.95,111,70.15,162,0.902207002,1.39,22,1.44,24,5.33,21,5.41,20,11.88,22,11.97,21,11.51,30,11.62,28,5.22,16,5.33,19,1.97,19,2.05,15
04/01/2018 10:40,69.95,119,70.2,161,0.902197489,1.38,27,1.44,24,5.25,20,5.33,19,11.83,22,11.93,20,11.52,27,11.62,25,5.28,15,5.39,21,1.99,18,2.06,16
04/01/2018 10:45,69.9,115,70.1,143,0.902187976,1.39,28,1.44,24,5.19,20,5.27,20,11.81,22,11.91,22,11.42,28,11.53,22,5.25,20,5.37,25,2,18,2.07,16
04/01/2018 10:50,69.9,135,70.1,163,0.902178463,1.42,25,1.47,23,5.19,20,5.28,20,11.83,22,11.93,21,11.39,24,11.5,23,5.24,21,5.37,24,1.98,16,2.06,15
04/01/2018 10:55,69.85,138,70.05,160,0.90216895,1.45,27,1.5,24,5.23,22,5.32,22,11.9,21,12,21,11.35,20,11.45,22,5.22,25,5.34,24,1.94,17,2.02,16
04/01/2018 11:00,69.8,119,70,143,0.902159437,1.44,26,1.5,24,5.24,23,5.33,22,11.96,22,12.06,21,11.27,20,11.38,22,5.24,21,5.35,19,1.93,17,2.01,15
04/01/2018 11:05,69.75,128,69.95,142,0.902149924,1.45,27,1.51,23,5.22,21,5.31,19,11.98,23,12.08,24,11.24,21,11.35,21,5.17,20,5.28,19,1.88,17,1.96,15
04/01/2018 11:10,69.75,121,69.95,148,0.902140411,1.48,24,1.55,21,5.26,21,5.36,19,12.03,24,12.14,23,11.28,21,11.38,22,5.17,19,5.28,21,1.95,17,2.04,17
